time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
21.406, -3.427, 2.038, 1.366
21.438, -5.544, 1.076, 0.643
21.469, -9.713, -3.566, -7.111
21.502, 3.674, 2.643, 0.163
21.533, 2.493, 4.954, -1.497
21.567, -2.011, -1.418, -2.485
21.601, -2.743, -4.465, -2.566
21.633, -0.243, -1.803, -0.024
21.666, 2.736, -0.509, 0.722
21.695, 4.019, -1.286, 0.448
21.725, 3.498, -1.873, 0.518
21.753, 3.452, -0.708, 1.008
21.782, 3.144, -0.138, 1.219
21.812, 1.236, -0.82, 1.848
21.842, -0.51, 0.135, 2.626
21.869, 0.421, 0.193, 2.423
21.897, 0.032, -2.143, 0.933
21.927, -3.445, -1.427, 2.579
21.956, -3.543, 1.775, 1.594
21.984, -5.925, 6.939, -3.101
22.014, -0.924, -4.875, -3.654
22.046, 0.868, -6.051, -5.345
22.074, -0.677, -1.838, -3.708
22.103, -3.249, 2.256, 0.136
22.136, -1.464, -0.317, 0.563
22.17, 4.006, 0.772, 0.499
22.202, 5.129, 0.075, 1.591
22.233, 4.796, 0.056, 1.224
22.263, 4.131, 0.097, 1.526
22.292, 3.486, 0.057, 1.339
22.321, 2.453, 0.39, 1.365
22.354, 1.313, 0.3, 1.89
22.385, -0.607, 1.327, 1.73
22.415, -4.971, 2.004, 0.48
22.444, -6.178, -0.192, -1.732
22.474, -7.011, -9.543, -6.193
22.502, 1.838, 5.506, -0.56
22.533, -1.011, 8.01, -2.877
22.561, -1.073, 2.23, -2.235
22.592, -2.003, -3.066, -1.368
22.619, -0.258, -2.8, -1.036
22.652, 2.378, -0.919, 0.343
22.679, 4.527, -1.416, 0.503
22.706, 4.074, -1.649, 0.551
22.732, 3.446, -0.909, 0.738
22.758, 2.989, -0.093, 1.433
22.789, 2.098, 0.092, 1.51
22.82, 0.694, 0.082, 1.976
22.851, -0.116, -0.432, 2.993
22.879, -0.85, -1.616, 1.653
22.909, -2.973, 0.067, 1.787
22.942, -3.267, 4.12, -2.362
22.973, -2.37, -0.07, -4.151
23.002, -1.744, -8.142, -6.321
23.03, -0.907, -4.69, -4.003
23.06, -2.74, 3.383, -1.073
23.089, -1.919, 2.482, 0.191
23.121, 0.379, 1.208, -0.312
23.15, 4.179, 0.424, 0.499
23.181, 4.339, -0.522, 1.02
23.208, 4.909, -0.107, 0.664
23.241, 4.878, -0.334, 0.961
23.268, 2.768, 1.615, 0.624
23.295, 1.632, 1.76, 1.267
23.324, 0.079, -0.805, 2.585
23.353, 0.243, -0.404, 2.473
23.381, -2.424, 1.418, 1.766
23.412, -3.452, 0.368, 1.784
23.446, -5.649, -6.777, -7.109
23.48, -2.371, -1.893, -3.646
23.514, -0.259, 2.816, -2.758
23.549, -0.568, 0.429, -1.494
23.581, -2.193, -1.362, -1.756
23.613, -0.706, -2.734, -0.712
23.647, 3.238, -0.865, 0.429
23.679, 4.284, -0.472, 0.751
23.719, 3.205, -0.555, 0.874
23.748, 2.668, 0.166, 1.51
23.78, 2.199, -0.003, 1.613
23.811, 0.375, 0.33, 2.194
23.841, 0.306, -0.005, 2.631
23.867, 0.52, -1.232, 1.559
23.894, -1.224, -2.132, 0.649
23.921, -2.919, -1.865, 1.303
23.948, -4.045, 3.573, -0.436
23.975, -6.112, 4.158, -2.322
24.001, -0.502, -4.068, -3.582
24.026, 1.194, -1.306, -4.945
24.052, -0.238, -0.902, -2.738
24.078, -2.27, 0.028, -1.252
24.103, -2.565, 1.534, 0.671
24.129, -1.036, 1.227, 0.444
24.154, 1.828, 0.783, 0.364
24.182, 3.837, 0.267, 1.402
24.207, 3.47, 0.195, 0.598
24.232, 4.063, 0.083, 0.745
24.258, 4.172, -0.422, 1.49
24.282, 2.284, -0.304, 1.442
24.308, 1.917, 0.428, 1.578
24.348, 1.866, 0.396, 1.649
24.377, 1.059, 1.502, 1.202
24.404, -4.552, 0.689, -0.604
24.433, -5.828, -0.998, -1.24
24.462, -6.438, -5.56, -2.888
24.49, 1.35, 2.319, -2.068
24.517, 1.689, 5.879, -1.875
24.548, -1.208, 0.028, -3.091
24.576, -3.035, -5.581, -3.564
24.608, 0.171, -0.861, -0.76
24.641, 1.494, 0.05, 0.397
24.675, 3.753, -0.91, 0.607
24.706, 3.559, -0.848, 1.076
24.739, 3.333, 0.52, 1.326
24.769, 2.1, 0.745, 1.509
24.802, 0.99, 0.31, 1.192
24.835, 0.5, 0.565, 2.355
24.864, 0.946, -0.188, 2.397
24.892, 0.479, -3.161, 1.649
24.922, -1.661, -1.279, 1.132
24.953, -3.761, 7.428, -4.102
24.983, -2.08, -4.62, -4.564
25.012, 0.32, -8.171, -5.556
25.042, 0.13, -3.13, -2.577
25.07, -2.079, 3.206, -1.237
25.101, -4.454, 6.218, 0.216
25.129, -1.09, -0.75, -0.17
25.159, 2.697, 0.221, -0.409
25.188, 3.532, -0.176, 0.717
25.22, 3.446, -0.748, 0.106
25.25, 3.505, -0.625, 0.748
25.279, 2.812, -0.376, 0.704
25.308, 1.502, 0.275, 1.067
25.344, 0.986, -0.207, 1.929
25.375, 1.118, 0.882, 2.114
25.406, -3.652, 2.311, 1.196
25.435, -4.344, 0.876, 0.448
25.462, -5.065, -1.159, -2.938
25.492, -5.949, -5.874, -7.699
25.525, 0.309, -0.097, -4.686
25.558, -1.464, 1.036, -2.439
25.586, -1.353, 0.91, -1.58
25.614, -2.774, -0.939, -0.593
25.645, 1.064, -2.966, -0.333
25.673, 2.725, -1.916, -0.235
25.702, 4.687, -0.713, 0.387
25.728, 4.128, -0.343, 0.746
25.754, 3.094, 0.032, 1.17
25.782, 1.478, 0.524, 1.465
25.808, 1.043, 0.082, 1.597
25.838, 0.958, 0.146, 1.75
25.864, 1.97, -0.196, 2.594
25.892, 0.398, -2.424, 1.909
25.922, -3.983, -2.132, 1.714
25.95, -2.917, 0.537, 0.943
25.978, -3.561, 4.994, -2.265
26.006, -0.775, -1.94, -4.852
26.035, 1.466, -3.04, -5.544
26.063, -2.312, -3.622, -3.332
26.094, -4.457, 0.712, -1.743
26.122, -5.287, 4.324, 0.661
26.151, -0.222, 2.431, 0.263
26.182, 4.551, 0.153, 1.289
26.211, 3.678, -0.86, 0.303
26.238, 4.297, -0.731, 0.235
26.265, 3.741, -0.742, 1.013
26.296, 3.065, -0.741, 1.01
26.323, 1.516, -0.095, 1.146
26.357, 1.083, -0.22, 1.348
26.385, 0.388, 1.341, 1.481
26.415, -2.174, 3.215, 0.662
26.447, -2.772, -1.008, 2.483
26.476, -7.9, -0.331, -7.049
26.505, -2.237, 1.199, -7.674
26.533, 0.606, 0.611, -3.498
26.563, -1.061, 3.486, -1.47
26.591, -1.25, -0.189, -1.843
26.619, -1.23, -1.746, -1.451
26.65, 0.605, -1.829, -0.049
26.681, 2.307, -0.886, 0.412
26.708, 3.88, -0.764, 0.759
26.739, 3.343, -0.674, 0.634
26.768, 2.146, 0.683, 1.744
26.798, 1.585, 0.539, 1.497
26.828, 0.883, 0.562, 1.577
26.857, 1.704, 0.674, 2.12
26.885, 1.123, -1.294, 2.4
26.916, -1.41, -3.778, 2.098
26.945, -2.204, 0.53, 2.025
26.975, -1.902, 4.571, -1.141
27.005, -2.467, -0.636, -4.215
27.04, 0.514, -4.111, -6.335
27.073, -0.575, -4.051, -3.765
27.105, -5.99, 4.589, 1.149
27.139, -4.064, 3.592, 2.166
27.172, 3.047, 0.924, -0.167
27.202, 3.83, -0.448, 1.055
27.229, 3.961, -0.483, 0.173
27.259, 4.381, -0.175, 0.598
27.29, 3.602, -0.657, 1.109
27.321, 2.944, -0.243, 1.13
27.351, 1.641, -0.103, 1.662
27.378, 1.97, -0.489, 2.061
27.406, -2.02, 2.529, 1.446
27.437, -5.267, 1.931, -0.197
27.465, -6.4, -1.37, -3.429
27.494, -7.362, -6.151, -8.655
27.523, 2.052, 0.771, -3.179
27.552, -0.169, 4.027, -4.963
27.58, -1.994, 1.696, -2.004
27.608, -3.203, -0.778, -1.392
27.639, -2.254, -2.466, -0.473
27.668, 1.095, -1.406, -0.086
27.699, 3.01, -1.128, 0.142
27.728, 3.636, -0.721, 0.204
27.76, 3.054, -0.596, 0.692
27.792, 2.942, 0.549, 1.408
27.822, 2.176, 0.415, 1.702
27.85, 0.97, -0.061, 1.805
27.879, 1.871, 0.313, 2.042
27.912, 0.303, -2.679, 1.823
27.942, -3.559, -0.277, 2.377
27.974, -3.85, 1.894, 0.774
28.005, -2.866, 4.745, -3.841
28.034, 0.826, -3.833, -5.506
28.062, -0.999, -3.558, -3.778
28.092, -3.264, 0.986, -1.833
28.123, -4.57, 3.192, -0.473
28.152, -0.837, 2.529, 0.625
28.183, 3.92, 0.269, 0.482
28.21, 5.031, -0.246, 1.289
28.239, 4.181, -0.438, 0.544
28.266, 4.168, -0.063, 1.166
28.296, 3.439, -0.274, 1.112
28.327, 1.453, -0.065, 1.314
28.355, 1.084, 0.306, 1.261
28.382, 0.911, 0.026, 1.93
28.412, -0.144, 1.659, 1.53
28.442, -4.075, -0.021, 1.323
28.47, -2.934, -0.417, 3.262
28.498, -4.376, 2.088, -0.33
28.528, 0.458, -2.121, -3.31
28.556, -0.423, -2.249, -8.068
28.584, -1.35, 2.078, -1.034
28.614, 0.562, 4.054, -1.475
28.645, -1.807, -3.635, -0.037
28.674, 0.437, -2.333, 0.288
28.703, 3.043, -0.026, 0.697
28.732, 3.455, -0.446, 0.302
28.761, 3.319, -1.362, 0.108
28.789, 3.609, -0.162, 1.791
28.817, 2.467, 1.362, 2.159
28.849, 1.308, 1.935, 2.319
28.877, 0.672, 1.77, 2.401
28.904, 0.145, -0.097, 1.964
28.933, -2.423, -2.778, 1.292
28.966, -2.554, 2.708, 3.685
28.999, -2.913, 3.315, 0.88
29.036, -1.333, 2.234, -5.63
29.072, 1.832, -2.846, -4.528
29.098, -0.603, -2.892, -2.761
29.13, -6.117, 1.112, 0.722
29.159, -4.741, 1.277, 1.509
29.19, 1.713, 0.295, 0.336
29.22, 5.866, -0.115, 0.712
29.246, 4.743, -0.015, 0.317
29.273, 4.462, -0.213, 0.968
29.301, 3.876, -1.33, 1.032
29.327, 2.339, -0.713, 0.989
29.355, 1.399, -1.375, 1.507
29.383, 0.071, -1.765, 1.603
29.411, -1.281, 1.079, 1.609
29.438, -4.523, 1.425, 1.644
29.467, -5.029, -1.534, 1.764
29.494, -8.492, -2.968, -9.348
29.523, 1.744, -0.31, -5.656
29.556, 1.549, 2.866, -1.992
29.588, -1.617, -0.033, -2.72
29.619, -1.652, -0.693, -1.706
29.65, 1.627, -1.996, -0.277
29.678, 2.675, -0.811, 0.55
29.708, 5.155, -1.082, 0.902
29.742, 4.466, -1.892, 1.219
29.774, 3.405, -0.897, 1.588
29.807, 2.894, 0.09, 1.496
29.838, 1.387, 0.271, 1.437
29.866, -0.36, 0.014, 2.483
29.894, -0.992, -1.885, 2.072
29.925, -4.992, -0.139, 2.411
29.957, -4.213, 2.614, 0.131
29.986, -1.845, 5.615, -4.307
30.016, -0.125, -5.047, -6.722
30.044, -2.548, -5.707, -5.274
30.074, -3.985, -1.918, -2.575
30.105, -2.231, 2.535, 0.78
30.134, -0.689, 2.691, 1.034
30.162, 5.458, 0.538, 1.202
30.189, 7.577, -0.339, 1.867
30.217, 7.331, -0.4, 0.713
30.242, 5.26, 1.644, 1.062
30.276, 3.12, 1.874, 1.02
30.312, -0.668, 0.395, 1.552
30.349, -1.901, 0.067, 3.198
30.378, -3.324, 2.228, 2.687
30.408, -5.702, 2.139, 2.021
30.437, -4.717, 0.385, -4.141
30.464, -3.165, -9.485, -7.745
30.497, 1.987, -1.135, 0.465
30.528, -1.7, 4.189, -2.462
30.559, -4.009, -0.478, -1.58
30.589, 1.335, -2.856, -0.251
30.619, 2.507, -1.218, 0.6
30.652, 6.97, -0.809, 0.714
30.685, 5.468, -1.783, 0.288
30.714, 3.966, -1.241, 0.528
30.742, 3.737, 0.364, 1.519
30.768, 2.327, 1.161, 2.267
30.795, -0.327, 1.056, 3.499
30.822, -2.65, -0.537, 3.139
30.85, -4.049, 0.175, 3.385
30.877, -4.121, 1.708, 2.654
30.903, -5.841, 13.84, -6.059
30.931, -1.215, 3.673, -4.715
30.956, 1.237, -6.655, -4.412
30.983, -4.617, -9.226, -5.663
31.012, -2.54, 0.022, -2.337
31.039, -3.896, 4.148, 0.284
31.065, -0.241, -0.721, 1.74
31.096, 4.3, -0.129, 0.592
31.124, 7.727, -0.545, 2.589
31.154, 7.026, -0.97, 1.487
31.182, 4.958, 0.623, 1.229
31.209, 3.148, 0.948, 1.48
31.236, 1.29, -0.037, 1.896
31.266, -1.39, -1.601, 2.642
31.296, -3.243, 0.172, 3.231
31.324, -8.202, 0.886, 1.149
31.353, -7.442, -1.836, -3.048
31.382, -2.464, -9.166, -2.796
31.409, 4.596, 1.035, 1.223
31.437, 0.142, 7.644, -3.047
31.467, -3.399, -2.928, -2.452
31.495, -1.476, -3.568, -0.638
31.524, 1.243, -1.921, 0.251
31.553, 3.176, -1.152, 0.898
31.583, 6.831, -1.553, 1.256
31.612, 5.62, -1.771, 1.3
31.64, 3.967, -1.397, 1.222
31.67, 3.264, -1.262, 1.152
31.701, 2.918, -1.127, 1.78
31.729, 0.664, 0.128, 4.563
31.759, -1.361, -0.405, 2.86
31.79, -4.74, -0.775, 2.87
31.822, -2.539, 1.402, 0.799
31.854, -4.274, 11.314, -4.905
31.883, -1.77, -8.325, -5.485
31.91, -6.854, -10.416, -5.25
31.942, -6.134, -1.941, -3.061
31.971, -3.022, 2.495, 0.979
31.997, -1.012, 0.936, 1.444
32.024, 6.783, 0.492, 1.515
32.054, 7.421, -0.111, 2.841
32.082, 6.183, -0.181, 1.673
32.109, 5.349, 0.063, 1.748
32.14, 3.963, -0.02, 1.617
32.173, 1.457, -0.825, 1.462
32.2, 0.795, -1.304, 1.967
32.229, -2.838, 0.51, 1.977
32.26, -6.748, 1.067, 1.019
32.289, -5.058, 0.01, 2.734
32.317, -9.571, -1.518, -10.6
32.347, 2.03, -4.571, -4.665
32.376, 0.692, 5.549, -3.004
32.404, -3.309, -0.654, -2.419
32.432, -3.988, -1.207, -0.782
32.459, -0.344, -2.726, -0.175
32.489, 2.488, -0.267, 1.048
32.516, 4.389, -0.414, 1.079
32.546, 5.288, -2.039, 0.666
32.575, 4.403, -1.841, 0.96
32.603, 3.894, -0.164, 1.647
32.632, 2.558, -0.425, 2.048
32.664, 0.327, 1.508, 2.71
32.693, 0.133, -0.035, 2.6
32.721, -2.338, -2.411, 2.668
32.75, -4.911, 0.681, 3.396
32.782, -5.436, 5.488, -3.905
32.809, -2.689, 7.955, -7.149
32.841, 1.777, -1.326, -5.337
32.867, -3.035, -5.538, -5.299
32.894, -6.28, -2.501, -3.021
32.92, -3.996, 1.849, -0.442
32.949, -1.73, 1.848, 1.565
32.977, 2.149, 1.122, 1.197
33.002, 7.118, -0.743, 1.729
33.029, 7.074, -0.68, 0.662
33.057, 6.29, -0.194, 1.288
33.082, 3.471, -0.202, 1.726
33.112, 2.517, -0.584, 1.465
33.139, 1.164, -0.816, 1.953
33.168, -0.679, -0.324, 1.971
33.196, -1.805, 1.119, 1.97
33.224, -5.934, 0.796, 1.659
33.252, -2.801, -0.541, 4.842
33.282, -3.357, 1.185, 1.588
33.315, 2.698, -9.707, -0.548
33.35, 2.165, 9.313, -3.046
33.384, -6.775, 0.657, -0.525
33.419, -3.505, -3.428, 0.027
33.453, 1.712, -1.415, -0.009
33.485, 6.963, -0.925, 0.387
33.517, 7.02, -1.236, 0.331
33.55, 4.717, -2.132, 0.543
33.583, 4.085, 0.056, 1.759
33.617, 3.323, 0.689, 2.602
33.651, -2.42, -0.326, 3.094
33.685, -4.19, -0.881, 3.538
33.717, -3.464, 1.701, 3.945
33.744, -6.513, 12.003, -9.993
33.772, -0.571, 5.797, -5.558
33.803, -3.809, -10.373, -7.527
33.836, -6.745, -11.558, -6.22
33.869, -4.486, 4.761, 0.188
33.9, -2.46, 3.203, 1.986
33.929, 6.712, 1.965, 1.244
33.959, 7.787, 1.126, 2.468
33.993, 7.405, -0.601, 1.249
34.024, 5.876, 0.942, 1.438
34.051, 4.194, 0.727, 1.107
34.078, 2.829, 0.381, 1.259
34.106, -0.539, -0.128, 1.61
34.137, -2.087, 0.117, 1.957
34.167, -8.124, 0.83, 1.482
34.195, -5.805, -0.428, 2.442
34.225, -8.785, -5.73, -6.152
34.255, 1.185, -3.314, -8.444
34.288, -1.551, 5.469, -2.91
34.32, -2.867, 3.841, -2.556
34.349, -1.345, -1.256, 0.068
34.379, 1.132, -3.071, -0.578
34.411, 2.844, -1.308, 1.006
34.441, 5.412, -1.433, 1.166
34.472, 6.83, -1.511, 1.009
34.501, 5.26, -1.31, 0.496
34.529, 3.811, -0.931, 0.642
34.558, 1.258, 0.155, 1.546
34.588, -2.236, -0.072, 3.183
34.617, -2.877, -1.187, 2.725
34.647, -3.496, 0.373, 3.284
34.676, -2.724, 1.991, 1.966
34.705, -4.161, 13.116, -7.148
34.734, 0.823, -0.703, -4.379
34.762, -5.612, -10.351, -6.479
34.795, -6.942, -3.008, -4.289
34.828, -3.491, 2.561, 0.34
34.863, 4.102, 0.745, 0.933
34.895, 7.523, 0.818, 1.879
34.928, 7.746, -0.454, 1.191
34.961, 6.886, 0.178, 1.164
34.995, 4.203, -0.117, 1.178
35.028, 1.205, -1.039, 1.431
35.062, -1.722, 0.527, 1.946
35.096, -3.957, 0.914, 2.097
35.13, -4.954, -0.793, 1.921
35.163, -3.195, -10.743, -4.148
35.192, 0.939, -2.484, -3.126
35.22, -0.136, 5.107, -2.615
35.248, -2.203, 0.688, -1.693
35.278, -4.188, -1.584, -0.862
35.306, 0.77, -3.138, -0.376
35.336, 1.699, -1.822, 0.44
35.364, 6.655, -0.642, 0.771
35.393, 7.656, -1.192, 0.955
35.421, 6.117, -1.679, 1.231
35.449, 2.606, -1.209, 1.012
35.478, 2.533, -1.194, 1.528
35.507, -0.215, -1.172, 3.744
35.537, -0.467, -1.405, 3.747
35.565, -3.077, -0.343, 2.172
35.596, -3.475, 0.881, 2.882
35.626, -4.686, 9.866, -7.204
35.655, 0.276, 2.684, -4.779
35.683, -3.095, -8.697, -7.407
35.714, -6.656, -5.969, -5.201
35.742, -2.67, 3.608, 0.439
35.769, -2.792, 2.489, 0.721
35.801, 1.118, 1.773, 0.446
35.834, 6.639, -0.106, 1.575
35.862, 5.127, -0.539, 0.952
35.888, 5.592, 0.068, 1.173
35.92, 4.894, 0.36, 1.401
35.95, 2.296, 0.597, 1.156
35.977, 1.981, 0.416, 1.456
36.003, 1.061, -1.331, 2.269
36.037, -0.939, -0.348, 2.477
36.07, -5.529, -0.148, 0.049
36.105, -5.921, -9.475, -5.79
36.138, -1.222, -0.954, -3.918
36.17, -0.385, 7.997, -2.471
36.202, -3.126, -2.926, -2.29
36.23, -2.599, -3.319, -0.504
36.259, 0.542, -3.458, -1.262
36.287, 2.622, -0.804, 0.686
36.316, 4.579, -0.647, 0.83
36.347, 5.379, -0.906, 1.055
36.376, 4.848, -0.643, 1.345
36.403, 2.671, -0.56, 1.056
36.434, 1.35, -0.667, 1.487
36.462, -0.62, 1.34, 3.1
36.489, -0.804, 0.375, 2.281
36.52, -1.488, -1.765, 1.496
36.549, -4.861, -1.516, 1.818
36.581, -3.879, 0.417, 2.689
36.608, -3.944, 7.274, -4.301
36.639, -1.598, 1.858, -3.597
36.669, 0.873, -4.903, -4.021
36.696, -2.675, -4.848, -4.715
36.722, -3.664, 2.31, 0.556
36.749, -1.476, 0.961, 1.09
36.78, 0.392, 0.321, 0.844
36.811, 5.592, 0.141, 1.987
36.846, 6.045, -0.223, 0.997
36.877, 6.173, 0.091, 1.374
36.909, 4.152, 0.073, 1.288
36.945, 1.14, -0.445, 1.817
36.979, 0.069, -0.83, 2.188
37.012, -2.992, 2.321, 2.112
37.045, -4.07, -0.963, 2.326
37.078, -5.017, -1.149, -2.018
37.113, -1.173, -6.8, -4.865
37.146, -0.769, 6.102, -3.378
37.18, -1.733, 5.96, -2.388
37.213, -3.317, -0.763, -0.299
37.247, 0.738, -1.567, 0.15
37.278, 1.896, -0.161, 0.762
37.312, 6.421, -0.667, 0.952
37.349, 4.673, -1.197, 1.091
37.382, 2.955, -0.183, 0.998
37.412, 2.793, -0.815, 1.46
37.441, 1.535, -0.876, 2.263
37.469, -1.221, -0.926, 3.054
37.499, -2.984, -0.298, 2.909
37.529, -3.864, 1.652, 2.839
37.559, -2.918, 1.814, -1.464
37.585, -0.153, 4.599, -5.112
37.614, 1.234, -2.511, -3.724
37.645, -7.416, -4.936, -3.589
37.677, -3.964, 2.151, -1.387
37.703, -1.541, 0.815, 0.644
37.735, 1.556, 0.956, 0.646
37.766, 6.527, 0.734, 2.276
37.799, 6.766, -0.284, 1.339
37.832, 5.75, 0.1, 1.552
37.862, 3.596, 0.172, 1.431
37.888, 2.484, 0.02, 1.463
37.915, 1.982, -0.164, 1.484
37.946, 0.267, -0.208, 2.114
37.974, -3.698, 1.056, 1.317
38.002, -3.401, -1.382, 2.769
38.032, -7.95, -1.374, -10.241
38.061, -5.944, -9.558, -7.924
38.088, 2.694, 3.769, -0.97
38.12, 0.978, 7.706, -2.551
38.152, -3.256, -2.269, -1.456
38.186, -0.871, -2.786, -0.757
38.216, 0.809, -1.846, 0.348
38.244, 4.615, -0.613, 1.167
38.271, 6.019, -1.068, 1.31
38.297, 4.844, -1.524, 1.245
38.323, 2.691, 0.079, 1.635
38.355, 2.457, 0.065, 1.601
38.38, 1.951, 0.088, 2.064
38.406, -0.733, 0.525, 3.668
38.436, -1.479, -0.051, 3.451
38.462, -2.031, -2.294, 2.231
38.489, -2.683, -0.557, 2.851
38.517, -2.686, 0.941, 2.796
38.542, -3.964, 8.59, -6.935
38.575, -0.566, 2.075, -4.959
38.609, -3.449, -5.126, -4.684
38.644, -3.74, 2.505, -0.387
38.672, -2.454, 3.623, 0.921
38.702, 0.697, 0.743, 0.353
38.729, 4.195, 0.088, 0.928
38.758, 5.463, -0.412, 1.685
38.787, 4.376, 0.041, 0.997
38.818, 4.357, 0.507, 1.184
38.847, 2.779, -1.095, 1.003
38.875, 2.44, -0.811, 0.893
38.904, 0.199, -0.319, 2.302
38.932, -0.448, 0.144, 2.719
38.96, -1.478, 1.303, 2.057
38.989, -4.855, 0.958, 1.973
39.021, -3.989, -0.775, -0.69
39.049, -3.661, -7.108, -3.865
39.077, 1.135, -0.393, -1.733
39.107, -1.592, 5.933, -1.422
39.139, -2.694, -0.058, -1.299
39.166, -1.56, -3.032, -0.71
39.193, 0.292, -2.385, -1.126
39.221, 1.761, -0.858, 0.343
39.251, 4.676, -1.297, 0.659
39.281, 3.749, -1.074, 0.987
39.312, 2.417, 0.184, 1.45
39.349, 2.603, 0.138, 1.729
39.382, 2.227, -0.367, 1.782
39.414, 0.772, -0.73, 2.222
39.447, 0.355, -0.978, 3.212
39.479, -0.994, -0.796, 3.184
39.512, -2.88, 0.744, 2.843
39.547, -3.928, 8.11, -8.73
39.58, -0.276, 0.941, -4.619
39.617, -3.42, -6.25, -5.15
39.645, -3.766, 2.244, -0.621
39.677, -3.473, 2.545, 1.098
39.704, 0.615, 1.033, 1.01
39.732, 5.106, 0.38, 0.53
39.762, 5.896, -0.734, 1.311
39.79, 5.592, -0.533, 0.911
39.818, 4.667, -0.176, 1.167
39.847, 3.376, -0.543, 1.241
39.876, 2.736, -0.876, 1.445
39.903, 0.803, -0.595, 2.162
39.93, -1.046, 0.971, 1.921
39.959, -3.269, 2.556, 1.408
39.986, -4.645, 0.175, 2.398
40.015, -3.741, -0.667, 2.831
40.047, -1.864, -9.215, -6.136
40.074, 0.531, -3.53, -9.141
40.102, -0.576, 5.206, -1.313
40.129, -1.517, 5.557, -1.415
40.163, -1.938, -3.788, -0.691
40.195, 0.015, -3.418, -0.448
40.227, 3.342, -0.41, 0.766
40.258, 5.512, -0.538, 0.55
40.289, 4.739, -1.582, 0.628
40.319, 3.464, -1.193, 0.986
40.35, 3.095, -0.522, 0.741
40.38, 2.613, -1.014, 1.096
40.408, 0.164, -0.74, 2.809
40.436, -1.352, -0.505, 2.89
40.469, -4.14, -0.506, 3.323
40.502, -2.015, 1.575, 1.472
40.534, -2.568, 2.362, -5.233
40.565, 0.575, 2.725, -5.746
40.595, -1.832, -2.383, -4.875
40.625, -5.755, -5.085, -4.857
40.656, -4.058, 0.278, -0.128
40.685, 0.164, 1.98, 0.899
40.713, 3.884, 1.213, 0.951
40.74, 6.854, 0.53, 1.765
40.768, 5.458, -0.451, 1.287
40.796, 4.99, 0.234, 1.268
40.822, 3.133, 0.128, 1.336
40.855, 2.801, -0.352, 1.161
40.883, 1.356, -0.107, 1.679
40.909, 0.127, 0.136, 1.745
40.94, -1.306, 1.372, 1.809
40.97, -5.268, 1.485, 1.039
40.995, -4.191, -0.803, 2.132
41.025, -7.439, -2.077, -14.949
41.056, -1.318, -6.825, -6.51
41.082, -1.075, 3.984, -1.247
41.108, -2.491, 6.325, -1.062
41.137, -3.402, 4.872, -0.438
41.163, 0.548, -4.71, -0.965
41.191, 1.074, -3.066, 0.154
41.22, 2.843, -1.424, 0.739
41.247, 7.001, -0.832, -0.017
41.277, 6.055, -1.284, 0.291
41.31, 2.345, -0.531, 1.014
41.346, 1.827, 1.165, 2.252
41.375, 0.48, 1.334, 2.675
41.403, -1.283, -0.716, 2.957
41.431, -1.432, -1.285, 1.858
41.462, -1.586, 1.904, 3.01
41.491, -0.414, 1.933, 1.826
41.52, -2.067, 2.387, -3.938
41.55, 0.271, 2.304, -5.213
41.581, -1.707, -4.596, -6.17
41.612, -8.242, -2.673, -2.366
41.642, -3.582, 1.995, 0.502
41.673, -1.298, 1.202, 0.935
41.701, 2.62, 0.295, 0.517
41.729, 7.257, -0.313, 1.098
41.759, 6.788, -0.125, 0.746
41.787, 5.164, -0.414, 1.174
41.816, 3.987, -0.098, 1.156
41.847, 1.395, -1.091, 1.749
41.877, 0.004, -1.232, 2.115
41.904, -2.62, 1.767, 2.126
41.932, -5.111, 2.604, 1.893
41.962, -4.297, 0.092, 3.997
41.993, -4.979, -0.437, -1.244
42.022, -1.856, -7.701, -7.132
42.05, 1.153, 0.849, -1.512
42.081, -1.012, 4.728, -2.54
42.112, -3.258, 1.509, -0.628
42.141, -1.416, -2.376, 0.463
42.169, 1.595, -1.971, 0.755
42.199, 3.11, -0.592, 1.023
42.231, 6.876, -0.665, 0.831
42.262, 4.113, -1.283, 1.24
42.289, 2.126, -0.67, 1.642
42.317, 1.619, -0.453, 1.959
42.352, -0.482, 0.519, 2.852
42.382, -1.358, -2.186, 2.51
42.412, -3.164, -3.291, 2.649
42.441, -3.327, -1.659, 2.826
42.47, -1.348, 1.674, 1.417
42.502, -1.738, 8.261, -7.969
42.534, 1.217, 3.185, -4.783
42.568, -5.077, -5.538, -5.122
42.598, -7.29, -5.288, -3.027
42.624, -1.866, 1.661, 1.423
42.652, 0.403, 1.768, 1.047
42.685, 6.511, 0.037, 1.491
42.72, 7.132, -0.751, 1.201
42.752, 6.129, -0.72, 1.155
42.782, 3.88, 0.484, 1.559
42.81, 2.497, 0.083, 1.583
42.84, 1.17, -0.648, 1.632
42.869, -0.022, -0.781, 2.031
42.898, -1.48, 1.239, 2.671
42.926, -6.521, 1.466, 1.102
42.954, -5.008, -0.357, 1.451
42.985, -2.604, -8.034, -4.056
43.014, 1.627, -3.145, -2.604
43.042, -0.91, 8.551, -3.335
43.073, -1.737, 1.391, -2.237
43.106, -1.013, -3.485, -0.356
43.142, 0.637, -2.378, -0.553
43.169, 3.56, -0.155, 0.625
43.195, 5.634, -0.494, 0.501
43.222, 5.645, -1.126, 0.737
