time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
1071.907, 5.641, 1.723, 2.163
1071.933, 5.338, 0.824, 1.6
1071.959, 5.288, 0.622, 1.331
1071.984, 3.536, -0.22, 1.478
1072.01, 1.751, 0.287, 1.256
1072.037, -0.251, 1.262, 0.908
1072.062, -1.257, -0.672, 1.485
1072.087, -1.04, 0.693, 1.743
1072.113, -6.24, 2.34, 0.611
1072.139, -5.174, 0.623, 3.178
1072.166, -7.52, -0.744, -8.105
1072.191, -2.421, -7.332, -6.613
1072.217, 4.541, -2.886, -3.466
1072.242, -0.72, 4.394, -2.597
1072.268, -1.692, 3.841, -2.116
1072.293, -0.18, -0.348, -1.715
1072.319, -0.82, -1.909, -0.75
1072.346, 1.009, -1.648, -0.169
1072.372, 1.887, -1.191, 0.282
1072.398, 3.846, -1.081, 0.481
1072.423, 3.849, -1.325, 0.682
1072.449, 3.347, -0.856, 1.129
1072.475, 2.356, -0.269, 1.55
1072.501, 1.168, 0.089, 1.831
1072.527, 0.119, -0.121, 1.739
1072.552, 1.223, 0.392, 2.046
1072.577, 0.626, -0.208, 2.782
1072.602, -5.104, -0.73, 2.727
1072.627, -6.533, 1.378, 3.126
1072.654, -6.533, 3.067, -2.504
1072.68, -5.069, 7.275, -4.42
1072.706, 3.424, -4.828, -4.647
1072.732, 1.112, -5.862, -5.128
1072.757, -2.949, -2.783, -3.148
1072.782, -5.435, 1.115, -1.385
1072.808, -0.637, -0.162, 0.029
1072.834, 1.701, 0.367, 0.611
1072.86, 4.096, 1.629, 1.293
1072.886, 4.965, 1.469, 1.232
1072.911, 5.122, 0.628, 0.978
1072.937, 5.743, -0.101, 1.331
1072.962, 4.754, -0.676, 1.356
1072.987, 0.809, -0.631, 1.42
1073.014, -0.832, -0.274, 1.326
1073.04, -1.079, -1.135, 1.489
1073.065, -3.669, 1.32, 1.443
1073.091, -5.489, -0.02, 2.581
1073.116, -5.473, -1.008, 3.184
1073.142, -7.618, -1.354, -4.792
1073.168, 2.25, -0.42, -4.616
1073.193, 3.784, 2.293, -1.096
1073.222, -2.249, 2.717, -2.932
1073.249, -1.052, -0.802, -2.706
1073.275, -1.133, -1.413, -1.599
1073.3, -0.282, -1.021, -1.126
1073.326, 1.872, -0.659, 0.73
1073.352, 4.096, -0.989, 0.78
1073.378, 4.908, -1.899, 1.014
1073.404, 3.642, -1.107, 1.456
1073.431, 3.015, -0.491, 1.127
1073.457, 2.828, -0.447, 1.618
1073.482, -0.414, 0.121, 2.155
1073.508, -0.64, 0.374, 2.622
1073.535, -0.225, -0.324, 2.743
1073.56, -1.425, -1.992, 1.909
1073.585, -6.075, 0.469, 2.961
1073.61, -5.784, 3.271, 1.185
1073.636, -4.862, 6.351, -4.196
1073.662, 2.923, -3.643, -4.537
1073.688, 2.866, -4.641, -5.03
1073.714, -0.046, -3.481, -4.079
1073.741, -2.768, 0.235, -2.134
1073.767, -3.086, 0.702, -0.151
1073.792, -0.534, -0.014, 0.646
1073.817, 2.064, 0.611, 0.841
1073.844, 4.525, 2.188, 1.691
1073.87, 4.192, 1.075, 1.256
1073.896, 4.407, 0.485, 1.363
1073.922, 4.081, -0.692, 1.585
1073.948, 2.952, -0.54, 1.557
1073.975, 1.074, -0.374, 1.556
1074.001, -0.664, -0.147, 1.278
1074.027, -0.829, 1.962, 1.722
1074.054, -4.217, 2.722, 1.155
1074.08, -6.621, 1.398, 1.171
1074.107, -8.736, -1.355, -5.181
1074.133, -5.91, -7.976, -5.516
1074.159, 2.296, -0.945, -1.366
1074.186, 0.926, 4.114, -3.627
1074.213, -1.722, 1.421, -2.743
1074.239, -1.554, -1.426, -2.212
1074.265, -0.157, -0.383, -0.76
1074.291, 1.671, -0.474, 0.276
1074.316, 2.612, -0.596, 0.726
1074.342, 3.826, -1.311, 0.868
1074.368, 3.816, -1.924, 1.167
1074.394, 3.627, -1.199, 1.57
1074.419, 3.085, -0.477, 1.374
1074.447, 1.208, -0.788, 1.656
1074.473, -0.504, -0.636, 1.625
1074.5, -1.46, -0.144, 2.52
1074.525, -1.272, -1.007, 2.278
1074.551, -3.376, -2.126, 2.584
1074.576, -5.37, -0.536, 3.845
1074.601, -6.121, 2.456, 2.868
1074.626, 0.255, 1.137, -5.88
1074.653, 3.307, -4.5, -4.863
1074.679, 2.233, -5.018, -4.955
1074.705, -2.873, -1.729, -2.435
1074.732, -2.461, 1.478, -0.787
1074.758, -2.838, 1.124, 0.102
1074.784, 1.752, 1.245, 0.952
1074.81, 3.651, 1.772, 1.663
1074.836, 4.656, 1.985, 1.79
1074.862, 3.717, 0.599, 1.313
1074.888, 4.524, -0.571, 1.359
1074.914, 3.942, -0.712, 1.481
1074.939, 2.11, -0.619, 1.313
1074.965, -0.553, -0.293, 0.948
1074.991, -0.072, -1.163, 1.809
1075.017, -0.39, 0.772, 1.728
1075.042, -5.735, 0.935, 1.66
1075.068, -5.079, -0.173, 2.856
1075.094, -6.809, -0.963, -1.857
1075.12, -8.118, -5.781, -8.869
1075.147, 3.668, 2.771, -2.531
1075.173, 0.718, 4.635, -3.024
1075.199, -1.529, 2.456, -2.489
1075.225, -0.787, -1.003, -0.919
1075.251, 0.653, -0.955, -0.701
1075.277, 1.43, -0.857, 0.17
1075.303, 2.385, -0.701, 0.643
1075.329, 4.205, -1.283, 1.086
1075.355, 3.403, -1.324, 1.075
1075.38, 2.955, -1.164, 1.597
1075.405, 2.075, 0.073, 1.757
1075.431, 1.505, -0.086, 1.775
1075.457, 0.079, -0.605, 1.453
1075.484, -0.084, -0.21, 1.928
1075.511, 0.057, -1.636, 2.305
1075.537, -2.266, -2.025, 2.201
1075.562, -6.653, 4.392, -0.542
1075.59, -5.956, 9.647, -3.014
1075.616, -0.948, -0.676, -3.942
1075.643, 3.3, -4.974, -4.874
1075.668, 1.717, -3.818, -4.438
1075.693, -1.637, 0.222, -2.776
1075.72, -3.863, 2.49, -1.347
1075.748, -1.996, 0.027, 0.364
1075.774, 0.191, 1.403, 0.986
1075.799, 2.531, 1.398, 1.3
1075.824, 3.439, 1.124, 1.468
1075.851, 3.914, 0.283, 1.021
1075.876, 5.25, -0.296, 1.289
1075.902, 3.217, -0.004, 1.485
1075.928, 1.431, 0.106, 1.409
1075.954, -0.022, -0.062, 1.34
1075.979, -0.109, -0.1, 1.034
1076.005, -1.159, 0.625, 1.91
1076.031, -4.589, 2.035, 1.696
1076.057, -6.694, 2.34, 1.871
1076.083, -8.333, -0.478, -3.701
1076.111, -6.445, -7.513, -6.327
1076.136, 1.983, -2.161, -2.691
1076.162, 1.213, 4.083, -2.331
1076.188, -1.85, 2.053, -2.53
1076.214, -0.588, -0.73, -2.013
1076.24, -0.82, -0.879, -1.486
1076.265, 1.91, -0.204, 0.535
1076.291, 2.817, -0.055, 0.778
1076.318, 3.779, -0.425, 0.938
1076.346, 3.68, -2.204, 1.143
1076.373, 3.176, -1.973, 1.409
1076.399, 2.529, -0.897, 1.53
1076.425, 0.809, -0.377, 1.854
1076.451, -0.552, -0.332, 1.925
1076.477, -0.777, -0.288, 2.155
1076.502, -1.84, -2.41, 2.011
1076.527, -4.407, -1.537, 2.762
1076.554, -5.749, 1.212, 3.356
1076.581, -5.212, 6.513, -4.028
1076.606, 0.982, -1.572, -4.085
1076.631, 2.156, -5.38, -5.592
1076.656, 1.568, -6.561, -6.041
1076.681, -1.257, -2.422, -3.932
1076.708, -3.152, 2.623, -0.435
1076.734, -1.418, 0.79, 0.064
1076.76, 0.043, 0.65, 0.473
1076.786, 4.901, 1.587, 1.352
1076.812, 4.351, 0.805, 1.526
1076.838, 4.303, 0.423, 1.112
1076.863, 3.806, -0.516, 1.289
1076.889, 2.366, -0.506, 1.335
1076.917, 1.47, -0.262, 1.162
1076.942, 0.117, 0.226, 0.981
1076.968, -0.123, 0.174, 1.936
1076.993, -0.945, 1.954, 1.755
1077.019, -4.036, 2.841, 1.158
1077.045, -3.734, -1.02, 2.703
1077.07, -6.806, -1.993, -5.896
1077.096, -5.302, -6.746, -5.144
1077.121, -0.82, -1.212, -3.622
1077.147, -0.129, 3.965, -1.892
1077.172, -0.654, 2.858, -1.55
1077.2, 0.222, -0.24, -1.166
1077.225, 1.487, -2.758, -0.539
1077.251, 1.537, -2.477, 0.299
1077.276, 2.084, -1.432, 0.504
1077.301, 4.081, -0.901, 0.515
1077.326, 4.413, -1.259, 1.175
1077.353, 2.288, -0.889, 1.832
1077.379, 0.966, -0.157, 1.835
1077.406, 0.859, 0.787, 1.6
1077.433, -1.314, -0.249, 1.457
1077.46, -0.295, -0.449, 2.053
1077.485, -1.618, -2.257, 1.864
1077.511, -3.912, -0.318, 2.082
1077.537, -4.244, 2.061, 2.707
1077.563, -4.701, 6.391, -2.074
1077.589, -0.644, -4.133, -4.736
1077.615, 1.858, -5.743, -5.943
1077.64, 2.081, -5.039, -5.626
1077.666, -3.638, 1.713, -1.531
1077.692, -3.185, 2.046, -0.304
1077.717, -1.838, 0.36, 0.578
1077.744, 3.826, 0.684, 1.508
1077.771, 4.146, 1.41, 2.071
1077.796, 3.887, 0.494, 1.74
1077.822, 5.26, 0.063, 1.598
1077.849, 4.546, -0.246, 1.498
1077.875, 3.438, -0.147, 1.421
1077.9, 2.042, 0.251, 1.255
1077.928, -0.218, 1.587, 1.406
1077.954, -0.123, 0.692, 1.808
1077.979, -1.146, 1.311, 1.731
1078.004, -7.533, 1.636, 0.629
1078.031, -5.872, -0.342, 1.627
1078.057, -8.299, -2.689, -6.917
1078.084, 3.324, 1.292, -3.293
1078.11, 1.156, 2.52, -3.572
1078.136, -0.272, 2.844, -2.396
1078.162, -0.32, -1.783, -1.742
1078.188, -0.854, -2.277, -1.218
1078.214, 0.192, -1.89, -0.694
1078.239, 1.392, -1.503, 0.187
1078.265, 3.366, -0.464, 0.528
1078.29, 4.782, -0.748, 0.862
1078.315, 4.37, -0.87, 0.946
1078.341, 3.193, -0.599, 1.61
1078.37, 1.5, 0.351, 1.689
1078.396, 0.806, 0.133, 1.465
1078.422, 0.54, -0.403, 1.13
1078.447, 0.384, -2.009, 1.149
1078.473, -1.531, -3.454, 1.5
1078.498, -4.295, -1.653, 1.976
1078.524, -4.994, 4.469, -0.845
1078.55, -5.09, 9.492, -3.54
1078.575, -1.479, 0.67, -4.195
1078.601, 2.086, -6.462, -4.426
1078.626, 1.089, -2.434, -4.62
1078.652, -2.872, 1.016, -2.629
1078.677, -4.098, 2.506, -0.981
1078.702, 1.168, 1.74, 0.561
1078.729, 2.234, 1.26, 1.156
1078.755, 3.503, 1.051, 1.196
1078.781, 3.884, 0.863, 1.389
1078.806, 4.511, -0.216, 1.171
1078.832, 4.641, -0.133, 1.386
1078.858, 3.906, -0.263, 1.56
1078.884, 1.256, 0.404, 1.496
1078.91, 0.055, 0.582, 1.361
1078.935, -0.082, 0.115, 0.893
1078.961, 0.165, 0.595, 2.474
1078.987, -6.115, 1.823, 0.844
1079.013, -5.435, -0.451, 3.275
1079.04, -7.414, -0.565, -4.638
1079.065, 0.8, -0.241, -6.159
1079.091, 2.19, -0.044, -3.225
1079.117, 0.391, 2.829, -1.972
1079.142, -0.039, 1.14, -1.502
1079.169, -0.843, -1.838, -1.088
1079.194, -0.847, -2.009, -0.661
1079.222, 2.71, -1.203, 0.673
1079.248, 3.498, -0.501, 0.862
1079.273, 4.329, -0.653, 1.136
1079.298, 3.551, -1.249, 1.214
1079.323, 2.012, 0.171, 2.075
1079.35, 2.204, 0.539, 1.631
1079.376, 1.69, -0.27, 1.429
1079.404, 0.387, -0.363, 1.622
1079.431, 0.764, -1.032, 1.683
1079.457, -0.641, -3.223, 1.885
1079.482, -4.833, 0.095, 3.474
1079.509, -5.32, 4.099, 1.795
1079.535, -5.808, 10.33, -4.276
1079.561, -2.559, 3.466, -4.029
1079.586, 1.981, -4.151, -5.586
1079.612, 0.913, -4.659, -5.321
1079.637, -3.183, -0.181, -2.008
1079.664, -1.984, 2.3, 0.299
1079.689, -0.12, 2.211, 0.848
1079.714, 1.928, 1.999, 0.871
1079.739, 5.29, 1.437, 1.67
1079.764, 4.602, -0.714, 1.22
1079.789, 4.612, -0.889, 0.847
1079.816, 4.239, -0.928, 1.133
1079.843, 2.072, 0.029, 1.182
1079.869, 1.396, 1.127, 1.249
1079.894, 0.234, 1.463, 1.481
1079.92, -0.043, 0.746, 1.915
1079.945, -2.274, 2.076, 1.192
1079.971, -5.096, 3.014, 0.692
1079.998, -4.366, 1.062, 1.976
1080.023, -7.442, -1.373, -7.878
1080.049, -1.354, -5.668, -5.125
1080.074, 2.72, -2.105, -6.485
1080.101, 1.231, 1.442, -2.998
1080.128, -2.118, 4.145, -1.059
1080.154, -1.561, -0.143, -1.255
1080.179, -1.053, -1.913, -1.174
1080.205, 1.597, -2.643, -0.194
1080.231, 2.807, -1.155, 0.503
1080.256, 4.992, -0.332, 0.849
1080.281, 5.063, -0.333, 0.904
1080.306, 2.635, -0.783, 1.398
1080.333, 1.886, 0.307, 1.939
1080.36, 0.908, 0.644, 2.17
1080.385, -0.32, -0.168, 1.771
1080.411, 1.514, 0.588, 2.018
1080.437, 2.331, -0.322, 2.368
1080.462, -2.554, -3.601, 1.61
1080.489, -3.384, -1.519, 2.563
1080.515, -3.205, 4.345, -0.193
1080.541, -5.274, 13.951, -2.946
1080.567, 0.701, -6.682, -8.403
1080.592, -0.219, -7.535, -6.911
1080.617, -2.37, -4.426, -3.153
1080.642, -5.449, 3.748, 0.722
1080.669, -1.213, 3.668, 1.158
1080.696, 1.242, 1.981, 1.089
1080.722, 4.011, 0.866, 2.014
1080.748, 3.755, -0.67, 1.248
1080.774, 4.479, -0.678, 0.624
1080.799, 5.217, -0.239, 1.012
1080.825, 2.774, -0.397, 0.76
1080.85, 1.25, -0.1, 0.671
1080.877, 0.16, 0.308, 1.07
1080.903, -0.052, 1.106, 2.173
1080.928, -2.403, 2.506, 2.119
1080.955, -5.744, 3.001, 1.076
1080.982, -4.734, 1.001, 2.084
1081.008, -7.796, -4.641, -11.475
1081.033, 0.074, -4.925, -3.342
1081.059, 2.255, 0.131, -5.751
1081.084, -1.257, 5.093, -1.888
1081.11, -1.812, 3.654, -1.564
1081.135, -0.468, -0.967, -1.469
1081.162, -1.131, -2.152, -0.998
1081.188, 2.612, -1.791, 0.336
1081.214, 3.622, -1.171, 0.435
1081.24, 5.256, -1.114, 0.961
1081.266, 3.764, -0.943, 1.28
1081.291, 2.888, -0.091, 1.575
1081.316, 2.003, 0.658, 1.952
1081.342, -0.563, -0.201, 0.873
1081.371, -0.612, -0.891, 1.268
1081.398, 1.432, -0.222, 1.74
1081.425, -2.463, -2.241, 1.709
1081.451, -5.028, -0.865, 2.027
1081.477, -6.186, 2.091, 1.916
1081.504, -1.185, -0.229, -3.807
1081.53, 1.197, -6.63, -5.286
1081.556, 3.336, -6.836, -6.522
1081.581, 1.566, -5.201, -5.591
1081.608, -4.024, 4.598, -1.074
1081.635, -3.909, 2.319, -0.11
1081.661, -1.479, 0.116, 0.438
1081.687, 3.229, 1.257, 0.872
1081.713, 4.383, 1.197, 1.288
1081.739, 3.345, 0.139, 1.28
1081.764, 5.124, -0.506, 1.158
1081.789, 5.158, -0.32, 1.537
1081.816, 3.741, 0.041, 1.713
1081.842, 2.159, 0.121, 1.799
1081.867, 0.725, -0.066, 1.512
1081.893, 0.34, 1.235, 1.724
1081.918, -1.857, 2.745, 1.584
1081.945, -6.244, 0.715, 1.634
1081.971, -6.531, -0.163, 0.478
1081.996, -10.009, -3.882, -8.893
1082.022, 2.3, 1.566, -4.42
1082.048, 3.974, 1.596, -1.112
1082.075, -0.195, 3.858, -2.609
1082.101, -1.746, 1.202, -1.965
1082.128, -0.406, -2.071, -0.673
1082.156, 0.54, -1.594, -0.113
1082.183, 2.809, -0.42, 0.757
1082.208, 3.659, -0.785, 0.795
1082.235, 4.375, -1.362, 1.15
1082.26, 3.119, -1.575, 1.458
1082.286, 2.194, 0.13, 2.264
1082.312, 2.087, -0.053, 2.243
1082.339, 0.754, -0.884, 1.777
1082.365, 0.657, -0.894, 1.153
1082.391, 1.615, -1.143, 1.542
1082.417, -0.225, -2.431, 2.372
1082.443, -6.213, 2.013, 3.021
1082.469, -5.391, 4.703, -3.308
1082.494, -5.412, 7.193, -2.322
1082.519, -0.153, -2.326, -4.461
1082.546, 2.476, -5.246, -4.817
1082.572, -1.366, -3.66, -3.988
1082.598, -3.975, 0.823, -1.936
1082.623, -2.731, 1.977, 0.678
1082.649, 0.287, 1.221, 0.886
1082.675, 2.272, 0.875, 1.349
1082.7, 4.618, 1.31, 1.96
1082.725, 3.873, -0.172, 1.264
1082.751, 5.131, -0.1, 1.51
1082.777, 4.373, 0.058, 1.56
1082.803, 3.222, 0.318, 1.314
1082.829, 0.409, 0.669, 1.343
1082.857, 0.411, -0.437, 1.818
1082.882, -1.597, 2.358, 1.686
1082.907, -5.119, 2.216, 1.038
1082.933, -6.101, 0.652, 1.054
1082.96, -4.845, -1.388, 1.608
1082.986, -1.595, -4.158, -2.266
1083.013, 0.447, 1.693, -6.985
1083.039, 1.836, 0.777, -2.913
1083.065, -0.89, 1.631, -1.888
1083.091, -0.7, -0.39, -1.61
1083.116, -0.733, -0.58, -0.536
1083.144, 2.424, -1.242, 0.74
1083.17, 3.769, -0.687, 0.715
1083.196, 4.607, -0.489, 1.052
1083.224, 3.865, -1.281, 1.006
1083.25, 3.112, -1.023, 1.076
1083.277, 2.678, -0.141, 1.383
1083.303, 1.817, 0.474, 1.84
1083.329, -1.243, 1.003, 3.171
1083.354, -0.334, 0.692, 2.59
1083.379, 0.279, -0.95, 1.503
1083.406, -4.545, -1.078, 2.236
1083.433, -3.36, 3.221, 2.416
1083.459, -2.81, 3.998, -2.166
1083.484, 1.041, -0.915, -6.898
1083.511, 2.062, -1.599, -5.373
1083.536, 0.197, -3.411, -5.15
1083.562, -1.242, -3.691, -3.02
1083.588, -3.981, 2.309, -0.557
1083.614, -2.203, 2.072, 0.267
1083.64, 0.352, 1.702, 0.256
1083.667, 5.257, 1.494, 1.207
1083.693, 4.255, 1.141, 0.739
1083.718, 4.143, -0.26, 0.859
1083.744, 3.174, -1.091, 1.211
1083.77, 2.142, -0.99, 1.331
1083.796, 1.068, -0.677, 1.284
1083.823, 1.14, -0.464, 1.924
1083.85, 0.559, 1.597, 1.669
1083.877, -1.62, 3.37, 1.268
1083.909, -5.563, -0.461, 1.062
1083.937, -6.455, -2.586, -0.732
1083.97, -0.933, -2.688, -2.536
1083.998, 2.489, 3.566, -3.69
1084.026, -0.749, 2.094, -1.787
1084.053, 0.22, -1.709, -1.728
1084.08, -0.757, -2.579, -1.15
1084.106, 1.174, -1.286, -0.221
1084.132, 2.103, -1.331, 0.467
1084.158, 2.286, -0.818, 0.659
1084.183, 3.753, -1.275, 1.222
1084.21, 3.43, -0.731, 1.576
1084.237, 2.99, -0.324, 2.028
1084.262, 1.57, -0.084, 1.429
1084.287, 1.762, -0.426, 1.371
1084.313, 0.809, -0.758, 1.67
1084.34, 0.547, -1.379, 2.125
1084.366, -3.276, -2.485, 1.554
1084.392, -5.222, -0.641, 2.755
1084.417, -4.224, 3.826, 1.374
1084.442, -3.132, 4.089, -4.468
1084.469, -0.034, -4.589, -5.421
1084.494, 1.121, -6.085, -6.047
1084.52, 0.907, -5.265, -4.93
1084.547, -2.981, 3.289, -0.943
1084.573, -1.8, 3.057, -0.098
1084.599, -0.622, 0.721, 0.308
1084.624, 3.325, 0.506, 1.592
1084.651, 4.476, 1.17, 1.603
1084.676, 3.968, 0.41, 1.167
1084.704, 3.608, -0.618, 1.121
1084.73, 3.303, -1.034, 1.445
1084.756, 3.063, -0.602, 1.563
1084.781, 1.871, 0.08, 1.775
1084.806, -0.109, 0.949, 1.382
1084.832, 0.376, 0.894, 1.753
1084.857, -0.103, 2.631, 1.893
1084.882, -5.548, 2.186, 1.405
1084.909, -5.54, -0.621, 1.43
1084.934, -8.675, -2.762, -5.837
1084.961, 0.905, -2.764, -2.273
1084.986, 0.566, 1.66, -4.119
1085.013, -1.232, 3.027, -2.145
1085.04, -1.563, 1.15, -1.764
1085.067, -1.004, -1.226, -0.884
1085.094, 0.749, -1.947, -0.742
1085.12, 2.427, -1.788, -0.017
1085.146, 4.589, -0.042, 0.724
1085.172, 5.323, 0.202, 1.205
1085.197, 4.432, -0.234, 1.469
1085.222, 1.612, -0.231, 1.478
1085.249, 1.573, -0.079, 1.312
1085.274, 0.291, -0.31, 1.629
1085.299, -0.657, -0.334, 2.508
1085.324, -0.274, -0.919, 2.037
1085.351, -2.806, -1.253, 0.618
1085.377, -3.348, -0.849, 1.872
1085.402, -3.118, 3.155, 2.838
1085.427, -4.693, 4.241, -5.46
1085.452, -0.585, 1.354, -7.003
1085.478, 1.092, -1.968, -5.856
1085.504, -1.94, -3.729, -3.615
1085.531, -3.699, -1.791, -2.214
1085.557, -3.274, 1.213, -0.864
1085.583, 2.069, 1.985, 0.694
1085.612, 5.291, 1.701, 1.489
1085.637, 5.594, 1.538, 1.867
1085.664, 4.541, -0.448, 0.98
1085.69, 4.308, -0.857, 0.984
1085.715, 3.474, -0.865, 1.224
1085.742, 2.382, -0.389, 0.946
1085.769, 0.984, 0.32, 1.436
1085.794, 0.576, -0.197, 2.25
1085.82, -0.857, 1.581, 1.681
1085.846, -6.244, 1.057, 1.314
1085.872, -5.129, -0.831, 1.434
1085.898, -6.413, -2.329, -4.422
1085.923, 1.307, 0.595, -5.879
1085.949, 1.941, -0.078, -2.385
1085.975, -0.647, 3.076, -3.1
1086.001, -1.397, 2.404, -2.035
1086.027, -0.086, -0.969, -0.775
1086.054, -0.186, -1.671, -0.787
1086.079, 1.407, -1.321, -0.333
1086.104, 3.698, -0.484, 0.451
1086.13, 4.524, -0.656, 1.153
1086.157, 3.885, -0.738, 1.265
1086.182, 1.944, -0.536, 1.406
1086.207, 1.021, 0.104, 1.546
1086.233, 0.865, -0.295, 1.324
1086.259, 0.291, -0.74, 1.243
1086.286, 0.184, -1.964, 1.947
1086.313, -2.409, -2.686, 2.28
1086.34, -3.795, -1.052, 2.486
1086.365, -4.139, 3.166, 1.293
1086.391, -5.067, 5.543, -5.876
1086.417, -1.107, 4.289, -4.727
1086.442, 2.735, -3.696, -5.042
1086.468, 0.395, -3.091, -4.428
1086.494, -2.495, -1.998, -2.905
1086.521, -4.134, 1.058, -1.489
1086.547, -0.431, 1.431, 0.772
1086.573, 1.549, 1.967, 1.473
1086.599, 4.397, 2.22, 1.513
1086.624, 4.048, 0.189, 1.151
1086.65, 3.945, -0.175, 1.165
1086.676, 3.714, -0.186, 1.174
1086.702, 3.295, -0.206, 1.495
1086.728, 1.459, 0.412, 1.406
1086.754, 0.715, 0.274, 1.775
1086.78, 0.637, 0.044, 2.32
1086.807, -1.694, 2.738, 2.432
1086.833, -6.61, 2.679, 0.632
1086.858, -3.441, -0.551, 2.883
1086.883, -8.128, -2.298, -12.79
1086.909, 1.26, -4.9, -1.862
1086.935, 1.617, -0.252, -9.546
1086.96, 0.397, 1.283, -3.641
1086.985, -0.975, 4.537, -0.766
1087.012, 0.203, 2.027, -0.551
1087.038, -1.14, -0.473, -0.541
1087.064, 2.308, -2.671, -0.539
1087.09, 3.614, -1.401, 0.264
1087.116, 4.827, -0.022, 0.699
1087.141, 5.576, 0.466, 1.232
1087.168, 2.021, 0.011, 1.944
1087.193, 0.997, 0.745, 2.069
1087.219, 0.366, 0.94, 2.142
1087.246, -0.64, 0.561, 1.785
1087.272, 0.683, 0.473, 1.597
1087.297, 0.238, -1.65, 1.542
1087.322, -2.865, -1.0, 1.714
1087.349, -3.077, 2.955, 2.664
1087.375, -4.242, 7.599, -3.171
1087.401, -3.399, 7.27, -2.98
1087.427, 2.083, -7.037, -6.156
1087.453, -0.792, -6.503, -5.616
1087.479, -3.56, 2.245, -2.314
1087.504, -2.202, 1.86, -0.075
1087.531, -1.009, 1.353, 0.297
1087.557, 1.524, 2.155, 0.386
1087.582, 3.859, 0.514, 0.828
1087.608, 3.557, -0.925, 0.408
1087.633, 4.167, -0.679, 0.589
1087.66, 4.516, -0.045, 1.167
1087.687, 3.087, 0.105, 1.862
1087.713, 1.684, -0.335, 1.745
1087.739, 1.278, 0.275, 1.831
1087.765, 1.213, 2.962, 2.675
1087.791, -2.009, 3.068, 2.503
1087.816, -5.232, 2.171, 1.469
1087.842, -7.436, -3.214, -6.504
1087.869, -3.997, -8.276, -5.858
1087.896, -0.32, -1.141, -8.775
1087.921, 0.251, 1.248, -3.318
1087.947, -2.102, 5.659, -1.113
1087.974, -0.635, 1.972, -1.55
1088.002, -1.053, -1.798, -0.995
1088.027, 0.788, -3.433, -0.468
1088.054, 2.767, -2.329, 0.437
1088.079, 5.157, -0.685, 0.71
1088.104, 4.17, -0.627, 0.972
1088.131, 1.896, -0.995, 1.173
1088.158, 1.148, -0.472, 1.468
1088.183, 0.157, 0.064, 1.82
1088.21, -0.189, -0.109, 2.489
1088.235, 0.641, -0.126, 2.716
1088.262, -0.621, -1.293, 3.106
1088.288, -4.337, 1.377, 3.494
1088.314, -4.726, 5.552, -1.31
1088.341, -4.6, 14.288, -8.039
1088.368, 2.062, -5.967, -5.926
1088.393, 1.588, -9.081, -6.175
1088.418, -4.029, -2.003, -4.716
1088.445, -2.663, 4.1, -0.673
1088.471, -2.107, 0.753, 0.095
1088.496, 0.64, 0.505, 0.881
1088.522, 5.46, 2.338, 1.684
1088.548, 5.95, 1.637, 1.886
1088.574, 4.585, 0.667, 0.896
1088.6, 5.052, 0.171, 1.157
1088.626, 4.377, -0.469, 1.29
1088.651, 3.425, -0.542, 1.551
1088.677, 1.341, -0.605, 1.562
1088.702, 0.821, 0.474, 1.024
1088.728, -1.161, 1.643, 1.595
1088.754, -4.816, 2.67, 0.865
1088.781, -4.902, 0.804, 2.493
1088.807, -11.139, -2.684, -10.861
1088.833, -0.444, -7.345, -1.657
1088.858, 3.372, -0.364, -6.406
1088.883, -1.987, 5.094, -3.13
1088.909, -3.547, 1.83, -2.882
1088.935, -2.522, -1.5, -2.588
1088.961, -1.503, -1.379, -1.563
1088.987, 1.285, -1.132, -0.368
1089.014, 3.052, -0.155, -0.038
1089.041, 6.276, -0.688, -0.029
1089.068, 5.492, -1.058, 0.425
1089.093, 3.43, -0.405, 0.914
1089.118, 1.99, 0.062, 1.572
1089.145, -1.055, 1.102, 2.415
1089.171, -0.683, 2.086, 2.854
1089.197, 0.641, 1.323, 2.366
1089.223, -2.718, -3.247, 2.408
1089.249, -5.11, -1.308, 3.048
1089.275, -6.326, 2.551, 0.324
1089.301, -5.634, 11.092, -5.119
1089.327, 1.175, -6.368, -4.463
1089.354, 1.941, -7.361, -6.027
1089.379, -0.454, -2.343, -4.501
1089.404, -4.257, 3.903, -0.67
1089.43, -1.44, 0.982, 0.191
1089.455, -0.008, 0.861, 0.701
1089.48, 1.877, 1.907, 1.245
1089.505, 4.376, 1.523, 1.773
1089.532, 3.845, 0.549, 1.167
1089.558, 5.065, -0.066, 0.708
1089.583, 5.482, -0.214, 1.435
1089.609, 3.793, -0.009, 1.584
1089.636, 1.933, -0.14, 1.339
1089.661, -0.487, -0.086, 1.635
1089.687, -0.571, -0.133, 1.748
1089.713, -1.826, 1.909, 1.753
1089.74, -4.459, 2.203, 1.364
1089.765, -3.614, -0.823, 5.311
1089.791, -5.343, 0.673, -4.023
1089.816, -5.55, -3.817, -14.912
1089.842, 1.5, -0.619, -4.011
1089.868, 0.407, 5.859, -1.44
1089.895, -1.832, 7.232, -1.634
1089.921, -1.876, 2.612, -1.459
1089.947, -1.485, -2.808, -0.676
1089.973, 2.239, -2.294, 0.44
1089.999, 4.288, -0.906, 0.731
1090.024, 6.641, -1.786, 0.569
